MLSNUM,LISTPRICE,ZIP,BEDS,BATHS,SQFT,PHOTOURL
71990441,399900,1949,2,2.5,1658,http://media.mlspin.com/photo.aspx?mls=71990441
72004302,429900,1949,2,2.5,2406,http://media.mlspin.com/photo.aspx?mls=72004302
72010024,344900,1949,2,2,1036,http://media.mlspin.com/photo.aspx?mls=72010024
72015676,565500,1949,2,3,2555,http://media.mlspin.com/photo.aspx?mls=72015676
71940223,329900,1950,1,1.5,1126,http://media.mlspin.com/photo.aspx?mls=71940223
71968821,268900,1950,1,1,601,http://media.mlspin.com/photo.aspx?mls=71968821
71974085,599000,1950,3,3.5,2452,http://media.mlspin.com/photo.aspx?mls=71974085
71975499,675000,1950,3,2.5,2137,http://media.mlspin.com/photo.aspx?mls=71975499
71975657,1075000,1950,5,4,3527,http://media.mlspin.com/photo.aspx?mls=71975657
71977429,599900,1950,4,2.5,1940,http://media.mlspin.com/photo.aspx?mls=71977429
71979999,569000,1950,3,2.5,2051,http://media.mlspin.com/photo.aspx?mls=71979999
71982115,399000,1950,3,1,1810,http://media.mlspin.com/photo.aspx?mls=71982115
71984556,329900,1950,3,2,1193,http://media.mlspin.com/photo.aspx?mls=71984556
71992296,589900,1950,3,2.5,2120,http://media.mlspin.com/photo.aspx?mls=71992296
71992331,349000,1950,2,1.5,878,http://media.mlspin.com/photo.aspx?mls=71992331
71994463,449900,1950,2,2,1180,http://media.mlspin.com/photo.aspx?mls=71994463
71997159,259500,1950,2,1,866,http://media.mlspin.com/photo.aspx?mls=71997159
71997772,595000,1950,2,2.5,1330,http://media.mlspin.com/photo.aspx?mls=71997772
71998847,299900,1950,2,2,1170,http://media.mlspin.com/photo.aspx?mls=71998847
72000845,145000,1950,2,1,787,http://media.mlspin.com/photo.aspx?mls=72000845
72009971,400000,1950,2,2.5,1662,http://media.mlspin.com/photo.aspx?mls=72009971
72022666,749900,1951,3,2.5,2586,http://media.mlspin.com/photo.aspx?mls=72022666
71881520,314900,1952,2,2,980,http://media.mlspin.com/photo.aspx?mls=71881520
71942500,314900,1952,2,2,980,http://media.mlspin.com/photo.aspx?mls=71942500
71943233,150000,1952,2,2,1209,http://media.mlspin.com/photo.aspx?mls=71943233
71948787,789900,1952,3,2.5,2016,http://media.mlspin.com/photo.aspx?mls=71948787
71951049,225000,1952,2,1.5,971,http://media.mlspin.com/photo.aspx?mls=71951049
71964378,399999,1952,3,2.5,2148,http://media.mlspin.com/photo.aspx?mls=71964378
71980589,335000,1952,2,2.5,1636,http://media.mlspin.com/photo.aspx?mls=71980589
71990044,243900,1952,3,2,1600,http://media.mlspin.com/photo.aspx?mls=71990044
71992142,350000,1952,2,2,1706,http://media.mlspin.com/photo.aspx?mls=71992142
71997823,159900,1952,1,1,681,http://media.mlspin.com/photo.aspx?mls=71997823
71999035,309000,1952,2,1.5,1247,http://media.mlspin.com/photo.aspx?mls=71999035
71905682,199900,1960,2,1,1054,http://media.mlspin.com/photo.aspx?mls=71905682
71970504,185000,1960,3,1,877,http://media.mlspin.com/photo.aspx?mls=71970504
71973612,176900,1960,2,1,813,http://media.mlspin.com/photo.aspx?mls=71973612
71978139,229000,1960,3,1,1179,http://media.mlspin.com/photo.aspx?mls=71978139
71978401,345000,1960,3,2.5,1560,http://media.mlspin.com/photo.aspx?mls=71978401
71979036,240000,1960,2,2,1130,http://media.mlspin.com/photo.aspx?mls=71979036
71980458,324990,1960,3,2.5,1540,http://media.mlspin.com/photo.aspx?mls=71980458
71983612,369900,1960,2,1.5,1536,http://media.mlspin.com/photo.aspx?mls=71983612
71983647,270000,1960,2,2,1194,http://media.mlspin.com/photo.aspx?mls=71983647
71984790,236900,1960,2,2,1030,http://media.mlspin.com/photo.aspx?mls=71984790
71984889,289000,1960,2,2,1445,http://media.mlspin.com/photo.aspx?mls=71984889
71985227,259900,1960,2,2,1307,http://media.mlspin.com/photo.aspx?mls=71985227
71986162,302500,1960,2,1.5,1488,http://media.mlspin.com/photo.aspx?mls=71986162
71986291,314900,1960,2,2,1490,http://media.mlspin.com/photo.aspx?mls=71986291
71992328,279900,1960,2,1.5,1684,http://media.mlspin.com/photo.aspx?mls=71992328
72001942,289999,1960,2,2,1231,http://media.mlspin.com/photo.aspx?mls=72001942
72004857,227500,1960,2,2,975,http://media.mlspin.com/photo.aspx?mls=72004857
72009206,249900,1960,2,2,983,http://media.mlspin.com/photo.aspx?mls=72009206
72009507,269900,1960,2,1.5,1051,http://media.mlspin.com/photo.aspx?mls=72009507
71927497,600000,1966,3,3,1900,http://media.mlspin.com/photo.aspx?mls=71927497
71960519,269000,1966,2,1,546,http://media.mlspin.com/photo.aspx?mls=71960519
72017785,349000,1966,2,2,932,http://media.mlspin.com/photo.aspx?mls=72017785
71894943,120000,1969,2,1,808,http://media.mlspin.com/photo.aspx?mls=71894943
71975124,614900,1969,2,3.5,2189,http://media.mlspin.com/photo.aspx?mls=71975124
71839976,305000,1970,3,3,2083,http://media.mlspin.com/photo.aspx?mls=71839976
71883052,299000,1970,2,1.5,2338,http://media.mlspin.com/photo.aspx?mls=71883052
71935500,289000,1970,2,2,1359,http://media.mlspin.com/photo.aspx?mls=71935500
71947489,349900,1970,3,2,1271,http://media.mlspin.com/photo.aspx?mls=71947489
71954047,229000,1970,1,1,812,http://media.mlspin.com/photo.aspx?mls=71954047
71955350,539000,1970,2,2.5,1710,http://media.mlspin.com/photo.aspx?mls=71955350
71962122,269000,1970,2,1,1034,http://media.mlspin.com/photo.aspx?mls=71962122
71962858,349000,1970,2,2,1498,http://media.mlspin.com/photo.aspx?mls=71962858
71965331,264000,1970,2,1.5,1735,http://media.mlspin.com/photo.aspx?mls=71965331
71965469,289500,1970,2,2,1310,http://media.mlspin.com/photo.aspx?mls=71965469
71967445,564000,1970,3,2.5,2049,http://media.mlspin.com/photo.aspx?mls=71967445
71973404,284900,1970,2,2,958,http://media.mlspin.com/photo.aspx?mls=71973404
71973880,320000,1970,3,3,2179,http://media.mlspin.com/photo.aspx?mls=71973880
71975198,199000,1970,2,1,820,http://media.mlspin.com/photo.aspx?mls=71975198
71975485,299000,1970,2,2,1367,http://media.mlspin.com/photo.aspx?mls=71975485
71976125,349900,1970,3,2.5,1259,http://media.mlspin.com/photo.aspx?mls=71976125
71979495,169900,1970,1,1,655,http://media.mlspin.com/photo.aspx?mls=71979495
71980267,349900,1970,2,2.5,2251,http://media.mlspin.com/photo.aspx?mls=71980267
71980391,253000,1970,2,1,1030,http://media.mlspin.com/photo.aspx?mls=71980391
71981525,309900,1970,2,1,1312,http://media.mlspin.com/photo.aspx?mls=71981525
71982279,255900,1970,2,2,954,http://media.mlspin.com/photo.aspx?mls=71982279
71982365,299000,1970,2,2,1243,http://media.mlspin.com/photo.aspx?mls=71982365
71983693,237000,1970,2,1,660,http://media.mlspin.com/photo.aspx?mls=71983693
71984105,259900,1970,2,1,949,http://media.mlspin.com/photo.aspx?mls=71984105
71985463,299900,1970,2,2,1243,http://media.mlspin.com/photo.aspx?mls=71985463
71986183,380000,1970,2,2,1500,http://media.mlspin.com/photo.aspx?mls=71986183
71986510,549000,1970,2,2.5,1838,http://media.mlspin.com/photo.aspx?mls=71986510
71987199,399900,1970,2,2.5,2439,http://media.mlspin.com/photo.aspx?mls=71987199
71987289,364950,1970,2,2.5,2403,http://media.mlspin.com/photo.aspx?mls=71987289
71988055,499900,1970,2,2.5,1855,http://media.mlspin.com/photo.aspx?mls=71988055
71988233,224900,1970,1,1,850,http://media.mlspin.com/photo.aspx?mls=71988233
71989280,329000,1970,2,1.5,2079,http://media.mlspin.com/photo.aspx?mls=71989280
71989283,399000,1970,2,2,1457,http://media.mlspin.com/photo.aspx?mls=71989283
71990048,259000,1970,2,1,991,http://media.mlspin.com/photo.aspx?mls=71990048
71990791,369900,1970,3,2.5,1700,http://media.mlspin.com/photo.aspx?mls=71990791
71990816,339900,1970,2,2.5,1575,http://media.mlspin.com/photo.aspx?mls=71990816
71990830,334900,1970,3,2.5,1400,http://media.mlspin.com/photo.aspx?mls=71990830
71990980,334900,1970,2,2,2050,http://media.mlspin.com/photo.aspx?mls=71990980
71991162,259000,1970,2,1.5,1586,http://media.mlspin.com/photo.aspx?mls=71991162
71991218,215000,1970,2,1,1003,http://media.mlspin.com/photo.aspx?mls=71991218
71991522,239000,1970,2,1,800,http://media.mlspin.com/photo.aspx?mls=71991522
71991708,320000,1970,3,2,1702,http://media.mlspin.com/photo.aspx?mls=71991708
71993524,239900,1970,2,1.5,1681,http://media.mlspin.com/photo.aspx?mls=71993524
71994391,445000,1970,2,2,1405,http://media.mlspin.com/photo.aspx?mls=71994391
71994688,235000,1970,2,1,1028,http://media.mlspin.com/photo.aspx?mls=71994688
71995349,279500,1970,2,2,1652,http://media.mlspin.com/photo.aspx?mls=71995349
71995872,325000,1970,2,2.5,2430,http://media.mlspin.com/photo.aspx?mls=71995872
71996234,364900,1970,3,2,1403,http://media.mlspin.com/photo.aspx?mls=71996234
71996391,369000,1970,2,2,1493,http://media.mlspin.com/photo.aspx?mls=71996391
71998259,449500,1970,2,3,1625,http://media.mlspin.com/photo.aspx?mls=71998259
71999380,219900,1970,3,1,1075,http://media.mlspin.com/photo.aspx?mls=71999380
71999563,335000,1970,2,2,1488,http://media.mlspin.com/photo.aspx?mls=71999563
72000087,439000,1970,3,1.5,1625,http://media.mlspin.com/photo.aspx?mls=72000087
72001518,349000,1970,2,2,1369,http://media.mlspin.com/photo.aspx?mls=72001518
72002664,269900,1970,2,1.5,1682,http://media.mlspin.com/photo.aspx?mls=72002664
72002820,349900,1970,2,2.5,1423,http://media.mlspin.com/photo.aspx?mls=72002820
72002861,379000,1970,2,2.5,1371,http://media.mlspin.com/photo.aspx?mls=72002861
72004387,159900,1970,2,1,593,http://media.mlspin.com/photo.aspx?mls=72004387
72006735,289900,1970,2,1,1145,http://media.mlspin.com/photo.aspx?mls=72006735
71983882,249000,1982,2,1,1100,http://media.mlspin.com/photo.aspx?mls=71983882
71969050,239000,1983,2,1.5,1146,http://media.mlspin.com/photo.aspx?mls=71969050
71970296,520000,1985,3,2.5,1858,http://media.mlspin.com/photo.aspx?mls=71970296
71982175,649000,1985,2,2.5,2543,http://media.mlspin.com/photo.aspx?mls=71982175
71866631,299900,2019,2,2.5,2598,http://media.mlspin.com/photo.aspx?mls=71866631
71973511,179900,2019,2,1.5,1272,http://media.mlspin.com/photo.aspx?mls=71973511
71974223,309900,2019,2,2.5,2298,http://media.mlspin.com/photo.aspx?mls=71974223
71977335,309900,2019,2,2.5,2298,http://media.mlspin.com/photo.aspx?mls=71977335
71987755,309900,2019,2,2.5,2008,http://media.mlspin.com/photo.aspx?mls=71987755
71988769,249900,2019,2,2,1414,http://media.mlspin.com/photo.aspx?mls=71988769
71922923,489000,2021,3,2,1600,http://media.mlspin.com/photo.aspx?mls=71922923
71955897,378999,2021,3,2,1648,http://media.mlspin.com/photo.aspx?mls=71955897
71958773,424900,2021,2,2.5,2600,http://media.mlspin.com/photo.aspx?mls=71958773
71959882,378999,2021,3,2,1644,http://media.mlspin.com/photo.aspx?mls=71959882
71960042,409000,2021,2,2.5,1355,http://media.mlspin.com/photo.aspx?mls=71960042
71974300,356900,2021,2,2,1829,http://media.mlspin.com/photo.aspx?mls=71974300
71977258,545000,2021,2,2.5,2148,http://media.mlspin.com/photo.aspx?mls=71977258
71978114,409000,2021,2,2.5,1355,http://media.mlspin.com/photo.aspx?mls=71978114
71979483,625000,2021,2,2.5,1988,http://media.mlspin.com/photo.aspx?mls=71979483
71983765,189900,2021,2,1,887,http://media.mlspin.com/photo.aspx?mls=71983765
71984061,349900,2021,3,2,1352,http://media.mlspin.com/photo.aspx?mls=71984061
71985006,579000,2021,2,3.5,3100,http://media.mlspin.com/photo.aspx?mls=71985006
71990163,329000,2021,3,2,1128,http://media.mlspin.com/photo.aspx?mls=71990163
71995960,409900,2021,2,2.5,1557,http://media.mlspin.com/photo.aspx?mls=71995960
71998225,399000,2021,2,2.5,1201,http://media.mlspin.com/photo.aspx?mls=71998225
72000269,359900,2021,2,2,1270,http://media.mlspin.com/photo.aspx?mls=72000269
72009618,169900,2021,1,1,584,http://media.mlspin.com/photo.aspx?mls=72009618
72027385,249900,2021,2,2,1245,http://media.mlspin.com/photo.aspx?mls=72027385
71919431,799000,2025,3,3.5,2184,http://media.mlspin.com/photo.aspx?mls=71919431
71937520,319000,2026,2,1,1000,http://media.mlspin.com/photo.aspx?mls=71937520
71973725,344900,2026,3,1.5,1092,http://media.mlspin.com/photo.aspx?mls=71973725
71982951,300000,2026,3,1,1127,http://media.mlspin.com/photo.aspx?mls=71982951
71985294,309900,2026,2,2,1204,http://media.mlspin.com/photo.aspx?mls=71985294
71987047,260000,2026,2,1.5,952,http://media.mlspin.com/photo.aspx?mls=71987047
71998226,319900,2026,2,2,1365,http://media.mlspin.com/photo.aspx?mls=71998226
72003805,249900,2026,1,1,824,http://media.mlspin.com/photo.aspx?mls=72003805
71975536,549900,2030,2,2.5,2242,http://media.mlspin.com/photo.aspx?mls=71975536
71710961,110000,2035,1,1,656,http://media.mlspin.com/photo.aspx?mls=71710961
71984741,359900,2035,2,2,1288,http://media.mlspin.com/photo.aspx?mls=71984741
71985916,259000,2035,3,1.5,1624,http://media.mlspin.com/photo.aspx?mls=71985916
71988136,169900,2035,2,1,1043,http://media.mlspin.com/photo.aspx?mls=71988136
71995408,204900,2035,2,1,989,http://media.mlspin.com/photo.aspx?mls=71995408
71789490,456100,2038,2,2.5,1868,http://media.mlspin.com/photo.aspx?mls=71789490
71956968,429900,2038,2,2.5,3302,http://media.mlspin.com/photo.aspx?mls=71956968
71982430,324900,2038,3,2.5,1620,http://media.mlspin.com/photo.aspx?mls=71982430
71987166,255000,2038,2,2.5,1245,http://media.mlspin.com/photo.aspx?mls=71987166
71990349,130000,2038,2,1,710,http://media.mlspin.com/photo.aspx?mls=71990349
71990778,209900,2038,2,1.5,1132,http://media.mlspin.com/photo.aspx?mls=71990778
71992784,134900,2038,2,1,720,http://media.mlspin.com/photo.aspx?mls=71992784
71997933,130000,2038,2,1,885,http://media.mlspin.com/photo.aspx?mls=71997933
72001040,319000,2038,3,2.5,1778,http://media.mlspin.com/photo.aspx?mls=72001040
72002833,149900,2038,2,1,939,http://media.mlspin.com/photo.aspx?mls=72002833
72002990,417900,2038,2,2.5,1800,http://media.mlspin.com/photo.aspx?mls=72002990
72008468,249900,2038,2,1.5,1645,http://media.mlspin.com/photo.aspx?mls=72008468
72012681,280000,2038,2,2.5,1380,http://media.mlspin.com/photo.aspx?mls=72012681
71895597,1565000,2043,3,4.5,3916,http://media.mlspin.com/photo.aspx?mls=71895597
71901952,749000,2043,2,2.5,2700,http://media.mlspin.com/photo.aspx?mls=71901952
71984545,1089000,2043,3,2.5,2489,http://media.mlspin.com/photo.aspx?mls=71984545
71988171,298500,2043,2,1.5,957,http://media.mlspin.com/photo.aspx?mls=71988171
71992503,975000,2043,2,2.5,2153,http://media.mlspin.com/photo.aspx?mls=71992503
71996349,1575000,2043,3,4,5712,http://media.mlspin.com/photo.aspx?mls=71996349
72008442,190000,2043,1,1,736,http://media.mlspin.com/photo.aspx?mls=72008442
71926042,378000,2045,2,2,1218,http://media.mlspin.com/photo.aspx?mls=71926042
71927223,425000,2045,3,3.5,1813,http://media.mlspin.com/photo.aspx?mls=71927223
71948100,239900,2045,1,1,831,http://media.mlspin.com/photo.aspx?mls=71948100
71970676,395900,2045,2,2,1218,http://media.mlspin.com/photo.aspx?mls=71970676
71977823,389000,2045,2,2,1600,http://media.mlspin.com/photo.aspx?mls=71977823
71987252,275000,2045,2,1.5,1366,http://media.mlspin.com/photo.aspx?mls=71987252
71999682,465000,2045,2,3.5,1909,http://media.mlspin.com/photo.aspx?mls=71999682
72003284,234000,2045,2,1.5,1000,http://media.mlspin.com/photo.aspx?mls=72003284
72012784,429000,2045,2,3.5,1734,http://media.mlspin.com/photo.aspx?mls=72012784
71965543,115000,2048,2,1,730,http://media.mlspin.com/photo.aspx?mls=71965543
71966539,227900,2048,2,1.5,1200,http://media.mlspin.com/photo.aspx?mls=71966539
71968781,129900,2048,2,1,775,http://media.mlspin.com/photo.aspx?mls=71968781
71970343,344900,2048,2,2.5,2030,http://media.mlspin.com/photo.aspx?mls=71970343
71986637,299000,2048,3,1.5,1411,http://media.mlspin.com/photo.aspx?mls=71986637
72003802,143500,2048,1,1,688,http://media.mlspin.com/photo.aspx?mls=72003802
72007142,96900,2048,1,1,624,http://media.mlspin.com/photo.aspx?mls=72007142
71983019,479900,2050,2,2.5,2706,http://media.mlspin.com/photo.aspx?mls=71983019
71769021,889900,2052,3,2.5,2486,http://media.mlspin.com/photo.aspx?mls=71769021
71819799,899900,2052,3,3.5,2351,http://media.mlspin.com/photo.aspx?mls=71819799
71993078,319900,2052,2,2,1040,http://media.mlspin.com/photo.aspx?mls=71993078
71997938,339900,2052,3,1.5,1200,http://media.mlspin.com/photo.aspx?mls=71997938
71983851,259900,2053,2,2,1360,http://media.mlspin.com/photo.aspx?mls=71983851
71985062,229900,2053,2,2,1000,http://media.mlspin.com/photo.aspx?mls=71985062
71996300,214900,2053,2,1.5,806,http://media.mlspin.com/photo.aspx?mls=71996300
71972395,239000,2054,2,1.5,1273,http://media.mlspin.com/photo.aspx?mls=71972395
71973378,225000,2054,3,1.5,1768,http://media.mlspin.com/photo.aspx?mls=71973378
71986414,237500,2054,3,1.5,1368,http://media.mlspin.com/photo.aspx?mls=71986414
71995327,269900,2054,2,1.5,2136,http://media.mlspin.com/photo.aspx?mls=71995327
71977325,399900,2056,2,2.5,2092,http://media.mlspin.com/photo.aspx?mls=71977325
71992650,195000,2061,2,1.5,1780,http://media.mlspin.com/photo.aspx?mls=71992650
71999162,540000,2061,2,2.5,2029,http://media.mlspin.com/photo.aspx?mls=71999162
71962967,379000,2062,2,1.5,1546,http://media.mlspin.com/photo.aspx?mls=71962967
71962970,379000,2062,2,1.5,1546,http://media.mlspin.com/photo.aspx?mls=71962970
71967846,299900,2062,2,2,1111,http://media.mlspin.com/photo.aspx?mls=71967846
71976724,329900,2062,3,2,1320,http://media.mlspin.com/photo.aspx?mls=71976724
71989286,323500,2062,2,2,1126,http://media.mlspin.com/photo.aspx?mls=71989286
71992905,249000,2062,2,1,931,http://media.mlspin.com/photo.aspx?mls=71992905
71995979,324900,2062,3,1.5,1458,http://media.mlspin.com/photo.aspx?mls=71995979
71996406,329900,2062,2,2,1126,http://media.mlspin.com/photo.aspx?mls=71996406
71781057,519900,2066,2,2.5,2051,http://media.mlspin.com/photo.aspx?mls=71781057
71840657,519900,2066,2,2.5,2051,http://media.mlspin.com/photo.aspx?mls=71840657
71955049,499900,2066,2,2.5,2220,http://media.mlspin.com/photo.aspx?mls=71955049
71971257,564900,2066,2,2.5,2300,http://media.mlspin.com/photo.aspx?mls=71971257
71979617,558000,2066,2,3,2445,http://media.mlspin.com/photo.aspx?mls=71979617
71991480,489000,2066,2,2.5,1655,http://media.mlspin.com/photo.aspx?mls=71991480
71993275,235000,2066,2,1,835,http://media.mlspin.com/photo.aspx?mls=71993275
71999627,649000,2066,2,2.5,2904,http://media.mlspin.com/photo.aspx?mls=71999627
72007170,430000,2066,2,2,1200,http://media.mlspin.com/photo.aspx?mls=72007170
71923601,459000,2067,2,2.5,1894,http://media.mlspin.com/photo.aspx?mls=71923601
71904059,220000,2072,2,2.5,1250,http://media.mlspin.com/photo.aspx?mls=71904059
71947963,129900,2072,2,1.5,1050,http://media.mlspin.com/photo.aspx?mls=71947963
71953146,94900,2072,1,1,659,http://media.mlspin.com/photo.aspx?mls=71953146
71956969,269900,2072,2,2,1552,http://media.mlspin.com/photo.aspx?mls=71956969
71974402,234900,2072,2,1.5,1295,http://media.mlspin.com/photo.aspx?mls=71974402
71978210,238900,2072,3,1.5,1260,http://media.mlspin.com/photo.aspx?mls=71978210
71986012,232900,2072,2,1.5,1260,http://media.mlspin.com/photo.aspx?mls=71986012
71988837,234900,2072,2,1,1110,http://media.mlspin.com/photo.aspx?mls=71988837
71991374,139900,2072,2,1,828,http://media.mlspin.com/photo.aspx?mls=71991374
72002862,121900,2072,1,1,672,http://media.mlspin.com/photo.aspx?mls=72002862
72003573,262000,2072,2,2.5,1450,http://media.mlspin.com/photo.aspx?mls=72003573
71959028,529000,2081,3,2.5,2050,http://media.mlspin.com/photo.aspx?mls=71959028
71969908,499888,2081,4,2.5,2280,http://media.mlspin.com/photo.aspx?mls=71969908
71973174,333900,2081,2,1.5,1285,http://media.mlspin.com/photo.aspx?mls=71973174
71979425,129900,2081,1,1,798,http://media.mlspin.com/photo.aspx?mls=71979425
71982064,479900,2081,4,2.5,2338,http://media.mlspin.com/photo.aspx?mls=71982064
71988937,329900,2081,3,1.5,1304,http://media.mlspin.com/photo.aspx?mls=71988937
72024532,274888,2081,3,1.5,1400,http://media.mlspin.com/photo.aspx?mls=72024532
71984657,330000,2090,2,1,853,http://media.mlspin.com/photo.aspx?mls=71984657
71888527,370000,2093,2,2,2158,http://media.mlspin.com/photo.aspx?mls=71888527
71888529,375000,2093,2,2,2218,http://media.mlspin.com/photo.aspx?mls=71888529
71925362,229900,2093,2,1.5,1092,http://media.mlspin.com/photo.aspx?mls=71925362
71956166,220000,2093,2,1.5,1078,http://media.mlspin.com/photo.aspx?mls=71956166
71961395,154900,2093,2,1,780,http://media.mlspin.com/photo.aspx?mls=71961395
71972887,279900,2093,3,2.5,2494,http://media.mlspin.com/photo.aspx?mls=71972887
71982425,324900,2093,3,2.5,1728,http://media.mlspin.com/photo.aspx?mls=71982425
71925530,3750000,2108,2,3,2552,http://media.mlspin.com/photo.aspx?mls=71925530
71954919,1995000,2108,2,2.5,2400,http://media.mlspin.com/photo.aspx?mls=71954919
71978413,839000,2108,1,1.5,1069,http://media.mlspin.com/photo.aspx?mls=71978413
71988431,1300000,2108,2,2,1465,http://media.mlspin.com/photo.aspx?mls=71988431
71990447,1450000,2108,2,2,1050,http://media.mlspin.com/photo.aspx?mls=71990447
71991716,1795000,2108,2,2,1326,http://media.mlspin.com/photo.aspx?mls=71991716
71995212,5499000,2108,4,3.5,3410,http://media.mlspin.com/photo.aspx?mls=71995212
71957012,609000,2109,1,1,762,http://media.mlspin.com/photo.aspx?mls=71957012
71984089,2899000,2109,2,2.5,1644,http://media.mlspin.com/photo.aspx?mls=71984089
71986563,449900,2109,1,1,640,http://media.mlspin.com/photo.aspx?mls=71986563
71992329,549000,2109,1,1,796,http://media.mlspin.com/photo.aspx?mls=71992329
71993606,875000,2109,2,1,1003,http://media.mlspin.com/photo.aspx?mls=71993606
72002790,629000,2109,2,1,810,http://media.mlspin.com/photo.aspx?mls=72002790
72007285,859000,2109,2,1,1120,http://media.mlspin.com/photo.aspx?mls=72007285
71972231,1395000,2110,1,2,1564,http://media.mlspin.com/photo.aspx?mls=71972231
71986411,1395000,2110,3,2,1406,http://media.mlspin.com/photo.aspx?mls=71986411
71996001,1650000,2110,2,2.5,1630,http://media.mlspin.com/photo.aspx?mls=71996001
72006840,749000,2110,1,1,836,http://media.mlspin.com/photo.aspx?mls=72006840
72009401,649000,2110,1,1,749,http://media.mlspin.com/photo.aspx?mls=72009401
71813424,2095000,2111,2,2.5,1600,http://media.mlspin.com/photo.aspx?mls=71813424
71893011,4700000,2111,3,3,2313,http://media.mlspin.com/photo.aspx?mls=71893011
71955464,2450000,2111,3,3,1743,http://media.mlspin.com/photo.aspx?mls=71955464
71957182,1895000,2111,3,2,1703,http://media.mlspin.com/photo.aspx?mls=71957182
71960085,4395000,2111,3,3.5,2667,http://media.mlspin.com/photo.aspx?mls=71960085
71968818,1499000,2111,1,2,1257,http://media.mlspin.com/photo.aspx?mls=71968818
71969981,979900,2111,2,2,1620,http://media.mlspin.com/photo.aspx?mls=71969981
71972562,1395000,2111,2,2,1166,http://media.mlspin.com/photo.aspx?mls=71972562
71981182,898000,2111,1,1,854,http://media.mlspin.com/photo.aspx?mls=71981182
71987754,519900,2111,1,1,652,http://media.mlspin.com/photo.aspx?mls=71987754
71993683,615000,2111,1,1,735,http://media.mlspin.com/photo.aspx?mls=71993683
71995268,620000,2111,1,1,753,http://media.mlspin.com/photo.aspx?mls=71995268
71998831,2950000,2111,2,2.5,1600,http://media.mlspin.com/photo.aspx?mls=71998831
72006260,899000,2111,2,2,1385,http://media.mlspin.com/photo.aspx?mls=72006260
72010049,570000,2111,1,1,735,http://media.mlspin.com/photo.aspx?mls=72010049
72017670,1350000,2111,2,2,1160,http://media.mlspin.com/photo.aspx?mls=72017670
71946800,449000,2113,2,1,558,http://media.mlspin.com/photo.aspx?mls=71946800
71969203,534900,2113,2,1,710,http://media.mlspin.com/photo.aspx?mls=71969203
71971741,824900,2113,2,2,1181,http://media.mlspin.com/photo.aspx?mls=71971741
71992006,499000,2113,1,1,613,http://media.mlspin.com/photo.aspx?mls=71992006
72003047,375000,2113,1,1,391,http://media.mlspin.com/photo.aspx?mls=72003047
71963389,599000,2114,1,1,930,http://media.mlspin.com/photo.aspx?mls=71963389
71983269,739000,2114,2,2,910,http://media.mlspin.com/photo.aspx?mls=71983269
71984296,600000,2114,2,1,885,http://media.mlspin.com/photo.aspx?mls=71984296
71987549,549000,2114,1,1,559,http://media.mlspin.com/photo.aspx?mls=71987549
71990252,1585000,2114,3,2,1400,http://media.mlspin.com/photo.aspx?mls=71990252
71998387,599000,2114,0,1,570,http://media.mlspin.com/photo.aspx?mls=71998387
72000201,739900,2114,2,2,875,http://media.mlspin.com/photo.aspx?mls=72000201
72003819,568900,2114,1,1,674,http://media.mlspin.com/photo.aspx?mls=72003819
72003868,575000,2114,2,1,560,http://media.mlspin.com/photo.aspx?mls=72003868
72003953,699999,2114,2,2,1224,http://media.mlspin.com/photo.aspx?mls=72003953
72005949,679000,2114,1,1,668,http://media.mlspin.com/photo.aspx?mls=72005949
72008605,699000,2114,1,1,888,http://media.mlspin.com/photo.aspx?mls=72008605
72010137,749000,2114,2,2,1285,http://media.mlspin.com/photo.aspx?mls=72010137
72018364,459000,2114,1,1,742,http://media.mlspin.com/photo.aspx?mls=72018364
71826545,3990000,2115,2,3,2279,http://media.mlspin.com/photo.aspx?mls=71826545
71937797,1050000,2115,2,2,1129,http://media.mlspin.com/photo.aspx?mls=71937797
71945188,850000,2115,2,1.5,1076,http://media.mlspin.com/photo.aspx?mls=71945188
71945799,799000,2115,1,1,627,http://media.mlspin.com/photo.aspx?mls=71945799
71963269,505000,2115,1,1,558,http://media.mlspin.com/photo.aspx?mls=71963269
71964625,1419000,2115,2,2,1344,http://media.mlspin.com/photo.aspx?mls=71964625
71970435,2800000,2115,3,3,1896,http://media.mlspin.com/photo.aspx?mls=71970435
71978668,2400000,2115,2,2.5,1700,http://media.mlspin.com/photo.aspx?mls=71978668
71983753,459000,2115,2,1,757,http://media.mlspin.com/photo.aspx?mls=71983753
71986107,409900,2115,2,1,638,http://media.mlspin.com/photo.aspx?mls=71986107
71986479,459000,2115,1,1,547,http://media.mlspin.com/photo.aspx?mls=71986479
71986880,1150000,2115,2,2.5,1151,http://media.mlspin.com/photo.aspx?mls=71986880
71990613,1399000,2115,2,2,1477,http://media.mlspin.com/photo.aspx?mls=71990613
71991651,649000,2115,2,1,651,http://media.mlspin.com/photo.aspx?mls=71991651
71991796,1450000,2115,3,2.5,1596,http://media.mlspin.com/photo.aspx?mls=71991796
71992309,1899000,2115,2,2,1964,http://media.mlspin.com/photo.aspx?mls=71992309
71994469,2099000,2115,2,2.5,1528,http://media.mlspin.com/photo.aspx?mls=71994469
71994889,549000,2115,1,1,576,http://media.mlspin.com/photo.aspx?mls=71994889
71999784,1249000,2115,2,2,1117,http://media.mlspin.com/photo.aspx?mls=71999784
